t,retail_sales_MoM_change
2011-03-01,-0.024973985431841705
2011-04-01,0.016008537886873064
2011-05-01,-0.027310924369748024
2011-06-01,0.02699784017278617
2011-07-01,0.004206098843322792
2011-08-01,0.0
2011-09-01,-0.004188481675392763
2011-10-01,0.00525762355415349
2011-11-01,-0.007322175732217495
2011-12-01,0.0
2012-01-01,-0.015806111696522684
2012-02-01,0.012847965738757905
2012-03-01,0.005285412262156397
2012-04-01,0.001051524710830698
2012-05-01,-0.0031512605042016695
2012-06-01,0.009483667017913477
2012-07-01,-0.01043841336116913
2012-08-01,0.0010548523206752591
2012-09-01,0.004214963119072657
2012-10-01,-0.0031479538300104304
2012-11-01,-0.0052631578947368585
2012-12-01,0.004232804232804366
2013-01-01,0.0021074815595363283
2013-02-01,-0.004206098843322681
2013-03-01,0.007391763463569179
2013-04-01,-0.007337526205450806
2013-05-01,0.008447729672650395
2013-06-01,-0.007329842931937169
2013-07-01,0.0052742616033756295
2013-08-01,0.0
2013-09-01,0.005246589716684236
2013-10-01,-0.005219206680584509
2013-11-01,0.011542497376705319
2013-12-01,-0.007261410788381717
2014-01-01,0.0
2014-02-01,0.006269592476489061
2014-03-01,0.005192107995846351
2014-04-01,-0.005165289256198302
2014-05-01,-0.007268951194184914
2014-06-01,0.013598326359832713
2014-07-01,-0.015479876160990669
2014-08-01,0.016771488469601525
2014-09-01,-0.010309278350515427
2014-10-01,0.01041666666666674
2014-11-01,-0.003092783505154628
2014-12-01,0.014477766287487093
2015-01-01,0.004077471967380175
2015-02-01,0.0
2015-03-01,-0.0020304568527919065
2015-04-01,0.007121057985757906
2015-05-01,0.0121212121212122
2015-06-01,-0.00698602794411185
2015-07-01,0.01407035175879412
2015-08-01,-0.0049554013875123815
2015-09-01,0.005976095617529875
2015-10-01,-0.001980198019801982
2015-11-01,-0.0029761904761904656
2015-12-01,0.02885572139303494
2016-01-01,-0.01644100580270791
2016-02-01,-0.002949852507374562
2016-03-01,-0.006903353057199246
2016-04-01,0.0
2016-05-01,0.0049652432969216065
2016-06-01,-0.0039525691699605625
2016-07-01,0.012896825396825351
2016-08-01,0.0019588638589618235
2016-09-01,-0.00782013685239491
2016-10-01,0.030541871921182295
2016-11-01,-0.02198852772466542
2016-12-01,0.032258064516129004
2017-01-01,-0.024621212121212044
2017-02-01,0.004854368932038833
2017-03-01,0.02512077294685988
2017-04-01,-0.01413760603204528
2017-05-01,0.009560229445506607
2017-06-01,0.0018939393939394478
2017-07-01,0.0
2017-08-01,-0.006616257088846944
2017-09-01,0.021883920076118057
2017-10-01,-0.016759776536312998
2017-11-01,0.008522727272727293
2017-12-01,0.024413145539906145
2018-01-01,-0.030247479376718567
2018-02-01,-0.008506616257088817
2018-03-01,0.016205910390848288
2018-04-01,0.02157598499061919
2018-05-01,-0.017447199265381186
2018-06-01,0.007476635514018559
2018-07-01,0.0
2018-08-01,-0.0037105751391465214
2018-09-01,0.0018621973929235924
